doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_zip,source_pdf,page
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Brazil Nut - Gems Of South Africa 50 g,6.0000,08012200,19838.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Pecan Nuts - Iconic American Nut 50 g,1.2000,08029000,2634.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Roasted Almonds With Pink Salt - Flavourful & Crunchy 75 g,1.8000,20081930,1846.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Trail Mix - Mixed Dry Fruits 75 g,14.4000,20081930,13612.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Brazil Nut - Gems Of South Africa 50 g,7.2000,08012200,23806.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Macadamia Nuts - From South Africa 50 g,3.6000,20081920,9003.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Hazelnut - A Turkish Indulgence 50 g,6.0000,08022200,15327.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Pecan Nuts - Iconic American Nut 50 g,3.6000,08029000,7902.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,5.4000,20081930,5726.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/233,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,12.6000,20081910,13398.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {233} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Trail Mix - Mixed Berries 75 g,1.8000,20081930,1804.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Trail Mix - Mixed Dry Fruits 75 g,10.8000,20081930,10209.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Brazil Nut - Gems Of South Africa 50 g,2.4000,08012200,7935.36,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Macadamia Nuts - From South Africa 50 g,2.4000,20081920,6002.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,3.6000,20081930,3817.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/234,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {234} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Trail Mix - Mixed Berries 75 g,5.4000,20081930,5412.24,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Trail Mix - Mixed Dry Fruits 75 g,25.2000,20081930,23822.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Brazil Nut - Gems Of South Africa 50 g,2.4000,08012200,7935.36,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Macadamia Nuts - From South Africa 50 g,3.6000,20081920,9003.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Pecan Nuts - Iconic American Nut 50 g,3.6000,08029000,7902.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,5.4000,20081930,5726.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,9.0000,20081910,9570.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/235,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc1,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {235} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Wholesome Nut Mix 75 g,1.8000,20081930,3085.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Berries 75 g,3.6000,20081930,3608.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Dry Fruits 75 g,7.2000,20081930,6806.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Brazil Nut - Gems Of South Africa 50 g,16.8000,08012200,55547.52,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Pecan Nuts - Iconic American Nut 50 g,2.4000,08029000,5268.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/236,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {236} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Wholesome Nut Mix 75 g,1.8000,20081930,3085.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Berries 75 g,1.8000,20081930,1804.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Dry Fruits 75 g,1.8000,20081930,1701.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Macadamia Nuts - From South Africa 50 g,4.8000,20081920,12004.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Hazelnut - A Turkish Indulgence 50 g,4.8000,08022200,12262.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,3.6000,20081930,3817.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/237,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {237} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Wholesome Nut Mix 75 g,9.0000,20081930,15427.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Berries 75 g,1.8000,20081930,1804.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Trail Mix - Mixed Dry Fruits 75 g,10.8000,20081930,10209.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Macadamia Nuts - From South Africa 50 g,2.4000,20081920,6002.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Hazelnut - A Turkish Indulgence 50 g,2.4000,08022200,6131.04,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,5.4000,20081930,5726.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/238,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (Banglore)Dc2,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {238} (13th Apr).pdf,1
INV,CND/26-27/239,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,5.4000,20081930,9256.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {239} (13th Apr).pdf,1
INV,CND/26-27/239,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Berries 75 g,3.6000,20081930,3608.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {239} (13th Apr).pdf,1
INV,CND/26-27/239,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,18.0000,08012200,59515.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {239} (13th Apr).pdf,1
INV,CND/26-27/239,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Pecan Nuts - Iconic American Nut 50 g,1.2000,08029000,2634.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {239} (13th Apr).pdf,1
INV,CND/26-27/239,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {239} (13th Apr).pdf,1
INV,CND/26-27/240,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Hazelnut - A Turkish Indulgence 50 g,2.4000,08022200,6131.04,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {240} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Berries 75 g,5.4000,20081930,5412.24,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,16.2000,20081930,15314.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Macadamia Nuts - From South Africa 50 g,3.6000,20081920,9003.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Pecan Nuts - Iconic American Nut 50 g,3.6000,08029000,7902.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Roasted Almonds With Pink Salt - Flavourful & Crunchy 75 g,5.4000,20081930,5540.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/241,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,5.4000,20081910,5742.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {241} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Hazelnut - A Turkish Indulgence 50 g,1.2000,08022200,3065.52,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,1.8000,20081930,1908.72,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Berries 75 g,1.8000,20081930,1804.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,5.4000,20081930,9256.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/242,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Macadamia Nuts - From South Africa 50 g,4.8000,20081920,12004.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {242} (13th Apr).pdf,1
INV,CND/26-27/243,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,10.8000,20081930,11452.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {243} (13th Apr).pdf,1
INV,CND/26-27/244,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Trail Mix - Mixed Berries 75 g,3.6000,20081930,3608.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {244} (13th Apr).pdf,1
INV,CND/26-27/244,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,5.4000,20081930,5104.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {244} (13th Apr).pdf,1
INV,CND/26-27/244,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,26.4000,08012200,87288.96,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {244} (13th Apr).pdf,1
INV,CND/26-27/244,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,7.2000,20081910,7656.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {244} (13th Apr).pdf,1
INV,CND/26-27/245,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,1.8000,20081930,1908.72,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {245} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,7.2000,20081930,12341.76,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Trail Mix - Mixed Berries 75 g,5.4000,20081930,5412.24,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,10.8000,20081930,10209.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,3.6000,08012200,11903.04,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Macadamia Nuts - From South Africa 50 g,7.2000,20081920,18007.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Hazelnut - A Turkish Indulgence 50 g,1.2000,08022200,3065.52,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/246,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,10.8000,20081910,11484.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {246} (13th Apr).pdf,1
INV,CND/26-27/247,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,7.2000,20081930,7634.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {247} (13th Apr).pdf,1
INV,CND/26-27/247,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,5.4000,20081910,5742.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {247} (13th Apr).pdf,1
INV,CND/26-27/247,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,10.8000,20081910,11484.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {247} (13th Apr).pdf,1
