entity,fg,fg_salegroup,case,sfg
cfpl,Milk Chocolate Coated Almond Stuffed Khalas Single,VA,SFG_blend,Milk Chocolate Coated Almond Stuffed Khalas Single Bulk
cfpl,Milk Chocolate Coated Date Bites,VA,SFG_blend,Milk Chocolate Coated Date Bites Bulk
cfpl,Milk Chocolate Macadamia Clusters 100gm,VA,SFG_reuse_intermediate,Macadamia Milk Chocolate Clusters
cfpl,Millennium Nut Mix,VA,SFG_reuse_intermediate,Millennium Nut Mix
cfpl,Mocha Mojo Trail Mix,VA,SFG_blend,Mocha Mojo Trail Mix Bulk
cfpl,Moon Freeze Banana Date Fruit Bar - 10 GM,VA,SFG_blend,Moon Freeze Banana Date Fruit Bar Bulk
cfpl,Moon Freeze Banana Date Fruit Bar - 45 Gm,VA,SFG_blend,Moon Freeze Banana Date Fruit Bar Bulk
cfpl,Moon Freeze Mango Date Fruit Bar - 10 GM,VA,SFG_blend,Moon Freeze Mango Date Fruit Bar Bulk
cfpl,Moon Freeze Mango Date Fruit Bar - 45 Gm,VA,SFG_blend,Moon Freeze Mango Date Fruit Bar Bulk
cfpl,Moon Freeze Pineapple Date Fruit Bar - 45 Gm,VA,SFG_blend,Moon Freeze Pineapple Date Fruit Bar Bulk
cfpl,Moon Freeze Pineapple Date Fruit Bar -10 GM,VA,SFG_blend,Moon Freeze Pineapple Date Fruit Bar Bulk
cfpl,Moon Freeze Strawberry Date Fruit Bar - 45 Gm,VA,SFG_blend,Moon Freeze Strawberry Date Fruit Bar Bulk
cfpl,Moon Freeze Strawberry Date Fruit Bar -10 GM,VA,SFG_blend,Moon Freeze Strawberry Date Fruit Bar Bulk
cfpl,NATAPURE Almond 200g,RPC,NO_SFG_plain_repack,
cfpl,NATAPURE Roasted Almonds 175gms,RPC,SFG_mint_va,Roasted Almond Roasted Bulk
cfpl,NATURES FIGS 250GM (1357008),RPC,NO_SFG_plain_repack,
cfpl,NATURES FIGS 500G (1357009),RPC,NO_SFG_plain_repack,
cfpl,NATURES MACADAMIA ROASTED&SALTED 100g (1443558),RPC,SFG_blend,NATURES MACADAMIA ROASTED&SALTED Bulk
cfpl,NB AMERICAN ALMOND LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB AMERICAN ALMOND SELECTED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB ANJEER LARGE (SLW) LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB ANJEER SELECT (WHITE) LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB ANJEER SMALL (1X1W) LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB APRICOT SEEDLESS (TURKEY) DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB APRICOT WHOLE DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB BARBEQUE ALMOND LOOSE,RPC,SFG_blend,NB BARBEQUE ALMOND LOOSE Bulk
cfpl,NB BARBEQUE CASHEW LOOSE,RPC,SFG_blend,NB BARBEQUE CASHEW LOOSE Bulk
cfpl,NB BLACK PEPPER CASHEW LOOSE,RPC,SFG_blend,NB BLACK PEPPER CASHEW LOOSE Bulk
cfpl,NB BLACK RAISIN SEEDLESS LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB BLACKBERRY DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB BLACKCURRANT DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB BLUEBERRY DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB BRAZIL NUT LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CASHEW W150 LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CASHEW W180 LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CASHEW W240 LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CHARCOAL CASHEW LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CHEESE CASHEW LOOSE,RPC,SFG_blend,NB CHEESE CASHEW LOOSE Bulk
cfpl,NB CHIA SEED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB CRANBERRY DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED BABY ORANGE LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED CHERRY LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED GINGER LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED GUAVA LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED KIWI LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED MANGO SLICED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED PEACH GREEN LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED PEACH RED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED PEACH YELLOW LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED PINEAPPLE COIN LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED PINEAPPLE RING LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB DEHYDRATED STRAWBERRY LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB FLAX SEED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB GOJI BERRY DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB GREEN CHILLY CASHEW LOOSE,RPC,SFG_blend,NB GREEN CHILLY CASHEW LOOSE Bulk
cfpl,NB HAZELNUT LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB HONEY ROAST ALMOND LOOSE,VA,SFG_mint_va,Honey Roasted Honey Roast Almonds Bulk (Honey)
cfpl,NB MACADAMIA INSHELL VANILLA LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB MACADAMIA LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB MAMRA ALMOND CLASSIC LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB MAMRA ALMOND ROYAL LOOSE (Not in Use),Bulk,NO_SFG_plain_repack,
cfpl,"NB MAMRA ALMOND ROYAL LOOSE_x000D_
",RPC,NO_SFG_plain_repack,
cfpl,NB MASALA CASHEW LOOSE,RPC,SFG_blend,NB MASALA CASHEW LOOSE Bulk
cfpl,NB MASALA RAISIN LOOSE,RPC,SFG_blend,NB MASALA RAISIN LOOSE Bulk
cfpl,NB MILLENNIUM NUT MIX LOOSE,VA,SFG_reuse_intermediate,Millennium Nut Mix
cfpl,NB MUNAKKA LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PAAN RAISIN LOOSE,RPC,SFG_blend,NB PAAN RAISIN LOOSE Bulk
cfpl,NB PECAN NUT LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PERI-PERI CASHEW LOOSE,RPC,SFG_blend,NB PERI-PERI CASHEW LOOSE Bulk
cfpl,NB PINENUT LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PISTACHIO AKBARI LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PISTACHIO IRANI LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PISTACHIO KERNEL 5 STAR LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PISTACHIO KERNEL PREMIUM LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PRUNES DRIED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB PUMPKIN SEED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB RAISIN AFGHAN,RPC,NO_SFG_plain_repack,
cfpl,NB RAISIN INDIAN PREMIUM LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB RAISIN SANDUKANI LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB ROASTED & SALTED ALMOND LOOSE,RPC,SFG_blend,NB ROASTED & SALTED ALMOND LOOSE Bulk
cfpl,NB ROASTED & SALTED CASHEW LOOSE,RPC,SFG_blend,NB ROASTED & SALTED CASHEW LOOSE Bulk
cfpl,NB ROASTED MACADAMIA INSHELL LOOSE,RPC,SFG_mint_va,Roasted Macadamia Whole - 320* Cut Bulk
cfpl,NB SMOKED ALMOND LOOSE,RPC,SFG_blend,NB SMOKED ALMOND LOOSE Bulk
cfpl,NB SRIRACHA CASHEW LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB SUNFLLOWER SEED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB TRAIL MIX - POWER SEED LOOSE,VA,SFG_blend,NB TRAIL MIX - POWER SEED LOOSE Bulk
cfpl,NB TRAIL MIX - PREMIUM NUT LOOSE,VA,SFG_blend,NB TRAIL MIX - PREMIUM NUT LOOSE Bulk
cfpl,NB TRAIL MIX SALTED COCKTAIL LOOSE,VA,SFG_blend,NB TRAIL MIX SALTED COCKTAIL LOOSE Bulk
cfpl,NB TRAIL MIX- EVERY HEALTH LOOSE,VA,SFG_blend,NB TRAIL MIX- EVERY HEALTH LOOSE Bulk
cfpl,NB WALNUTS CHILEAN INSHELL LOOSE /P,RPC,NO_SFG_plain_repack,
cfpl,NB WALNUTS CHILEAN LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NB WATERMELON SEED LOOSE,RPC,NO_SFG_plain_repack,
cfpl,NNS Date Syrup 400 Gm,DATES ING,SFG_blend,Date Syrup Bulk
cfpl,NOICE Choco Health Laddoo (18g*5),VA,SFG_reuse_intermediate,Coffee Laddoo
cfpl,NOICE Date Bites (18g*5),VA,SFG_reuse_intermediate,Noice Classic Flavour Date Mewa (Semi Finished)
cfpl,NUT BAR ALMOND BUTTER,VA,SFG_mint_va,American Almonds Running 25-27 count Bulk
cfpl,NUT BAR PEANUT BUTTER,VA,SFG_mint_va,Peanuts Bulk
cdpl,NUTRAJ KIMIA DATES 400 Gm,DATES RPC,NO_SFG_plain_repack,
cdpl,NUTRAJ KIMIA DATES 500 Gm,DATES RPC,NO_SFG_plain_repack,
cfpl,NUTWORKS FINGER LIME & JALAPENO 75G PCH,VA,SFG_reuse_intermediate,MACADAMIA FINGER LIME & JALAPENO
cfpl,NUTWORKS ROAST SALT INSHELL 100G PCH,VA,SFG_reuse_intermediate,MACADAMIA NIS - ROASTED SEA SALT
cfpl,NUTWORKS ROAST SALT INSHELL 200G PCH,VA,SFG_reuse_intermediate,MACADAMIA NIS - ROASTED SEA SALT
cfpl,NUTWORKS ROSEMARY & SEASALT 75G PCH,VA,SFG_reuse_intermediate,MACADAMIA ROSEMARY & SEA SALT
cfpl,NUTWORKS WASABI 75G PCH,VA,SFG_reuse_intermediate,WASABI MACADAMIA STYLE 4
cfpl,Natch Glazed Nut Mix Chilli 120gm,VA,SFG_blend,Natch Glazed Nut Mix Chilli Bulk
cfpl,Natch Glazed Nut Mix Cinnamon 120gm,VA,SFG_blend,Natch Glazed Nut Mix Cinnamon Bulk
cfpl,Natch Glazed Nut Mix Cocoa 120gm,VA,SFG_blend,Natch Glazed Nut Mix Cocoa Bulk
cfpl,Nature Dried Kiwi 200 Gm ( 1411658 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Almond Reg 500 Gm ( 1411652 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Almonds Reg 200 Gm (1411651),RPC,NO_SFG_plain_repack,
cfpl,Natures American Almond 100g (1340528),RPC,NO_SFG_plain_repack,
cfpl,Natures American Almond 250g (1340524),RPC,NO_SFG_plain_repack,
cfpl,Natures American Almond 500g (1350926),RPC,NO_SFG_plain_repack,
cfpl,Natures American Almonds 1 KG (1416275),RPC,NO_SFG_plain_repack,
cfpl,Natures Black Raisin 200g (1340522),RPC,NO_SFG_plain_repack,
cfpl,Natures California Pista Reg 200 Gm (1411656),RPC,NO_SFG_plain_repack,
cfpl,Natures Cashew Reg 200 Gm ( 1411653 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Cashew Split 200g (1356008),RPC,NO_SFG_plain_repack,
cfpl,Natures Cashew W 210 500g (1356007),RPC,NO_SFG_plain_repack,
cfpl,Natures Cashew W210 100g (1340520),RPC,NO_SFG_plain_repack,
cfpl,Natures Cashew W210 250g (1340525),RPC,NO_SFG_plain_repack,
cfpl,Natures Dried Amla 200 Gm ( 1411660 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Dried Cherry 200 Gm ( 1411661 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Dried Pineapple 200 Gm ( 1411659 ),RPC,NO_SFG_plain_repack,
cfpl,Natures Dried Strawberry 200 Gm (1411657),RPC,NO_SFG_plain_repack,
cfpl,Natures Indian Raisin Reg 200 Gm (1411654),RPC,NO_SFG_plain_repack,
cfpl,Natures Indian Raisin Reg 500 Gm (1411655),RPC,NO_SFG_plain_repack,
cfpl,Natures Pista Iranian 100g (1340521),RPC,NO_SFG_plain_repack,
cfpl,Natures Pista Iranian 250g (1340529),RPC,NO_SFG_plain_repack,
cfpl,Natures Pistachia Iranian 500g (1340527),RPC,NO_SFG_plain_repack,
cfpl,Natures Pisto Unshelled 200g (1340526),RPC,NO_SFG_plain_repack,
cfpl,Natures Premium Mixed Dry Fruits 250g(1356314),VA,SFG_blend,Natures Premium Mixed Dry Fruits Bulk
cfpl,Natures Raisin 100g (1340523),RPC,NO_SFG_plain_repack,
cfpl,Natures Raisin 250g (1340519),RPC,NO_SFG_plain_repack,
cfpl,Natures Raisin 500g (1356006),RPC,NO_SFG_plain_repack,
cfpl,Noice Classic Flavour Date Mewa (Semi Finished),VA,SFG_already_bulk,Noice Classic Flavour Date Mewa (Semi Finished)
cfpl,Noice Date Bites 18gm,VA,SFG_reuse_intermediate,Noice Classic Flavour Date Mewa (Semi Finished)
cdpl,Not Use,NA,NO_SFG_plain_repack,
cfpl,Nut Flex - Italian Herbs 33gm,VA,SFG_blend,Nut Flex - Italian Herbs Bulk
cfpl,Nut Flex - Italian Herbs 35gm,VA,SFG_blend,Nut Flex - Italian Herbs Bulk
cfpl,Nuts & Seed Mix,VA,SFG_blend,Nuts & Seed Mix Bulk
cfpl,Nuts and Cardamom Date Balls 48 gms,VA,SFG_blend,Nuts and Cardamom Date Balls Bulk
cfpl,OATS,Bulk,NO_SFG_rm_stockitem,
cfpl,ON THE RUN Assorted Energy Bars (Pack of 6x30g),VA,SFG_blend,Assorted Energy Bars (Pack of 6x30g) Bulk
cfpl,ON THE RUN Choco Crunch Energy Bars (Pack of 6x30g),VA,SFG_reuse_intermediate,Choco Crunch Energy Bars
cfpl,ON THE RUN Choco Crunch Energy Bars 30g,VA,SFG_blend,Choco Crunch Energy Bars Bulk
cfpl,ON THE RUN Fig and Date Energy Bar (Pack of 6x30 g),VA,SFG_blend,Fig and Date Energy Bar (Pack of g) Bulk
cfpl,ON THE RUN Fig and Date Energy Bar 30g,VA,SFG_blend,Fig and Date Energy Bar Bulk
cfpl,ON THE RUN Hazelnut Magic Energy Bar 30g,VA,SFG_blend,Hazelnut Magic Energy Bar Bulk
cfpl,"ON THE RUN Oats, Apricot & Cranberry Energy Bar 30g",VA,SFG_blend,"Oats, Apricot & Cranberry Energy Bar Bulk"
cfpl,Oman Dates 250g (1356292),DATES RPC,NO_SFG_plain_repack,
cfpl,Omega Mix- Lemon Pepper 33gm,VA,SFG_blend,Omega Mix- Lemon Pepper Bulk
cfpl,Omega Mix- Lemon Pepper 35gm,VA,SFG_blend,Omega Mix- Lemon Pepper Bulk
cfpl,On the Run Coffee Bite (Semi Finished),VA,SFG_already_bulk,Coffee Bite (Semi Finished)
cfpl,On the Run Coffee Bite 10g,VA,SFG_reuse_intermediate,Coffee Bite (Semi Finished)
cfpl,Ontherun Coffee Bite (Pack of 15x10g),VA,SFG_reuse_intermediate,Coffee Bite (Semi Finished)
cfpl,Ontherun Coffee Bite (Pack of 6*10g),VA,SFG_reuse_intermediate,Coffee Bite (Semi Finished)
cfpl,Oriental Dates,DATES BULK,NO_SFG_rm_stockitem,
cfpl,PEANUT BUTTER,VA,SFG_mint_va,Peanuts Bulk
cfpl,PEPPER SNACK MIX,VA,SFG_blend,PEPPER SNACK MIX Bulk
cfpl,PISTA PERI PERI,VA,SFG_blend,PISTA PERI PERI Bulk
cfpl,PL CALIFORNIA PRUNES 200G,RPC,NO_SFG_plain_repack,
cfpl,PL CLASSIC DATES 500G,DATES RPC,NO_SFG_plain_repack,
cfpl,PL DRIED BLUEBERRIES 100G,RPC,NO_SFG_plain_repack,
cfpl,PL SLICED CRANBERRIES 100G,RPC,NO_SFG_plain_repack,
cfpl,PL TURKEY APRICOTS 200G,RPC,NO_SFG_plain_repack,
cfpl,PL ZAHIDI DATES 500G,DATES RPC,NO_SFG_plain_repack,
cfpl,PREMIA ALMONDS SMOKD-100G,VA,SFG_reuse_intermediate,Smoked Almonds Bulk
cfpl,Pan Cranberry,RPC,SFG_blend,Pan Cranberry Bulk
cfpl,Pan Raisin,RPC,SFG_blend,Pan Raisin Bulk
cfpl,Panch Mewa Mix Loose,VA,SFG_blend,Panch Mewa Mix Loose Bulk
cfpl,Peanut Coated Spanish Tomato,VA,SFG_blend,Peanut Coated Spanish Tomato Bulk
cfpl,Peanut Crackers Chipotle Honey Bulk,VA,SFG_already_bulk,Peanut Crackers Chipotle Honey Bulk
cfpl,Peanut Crackers Smokey BBQ Bulk,VA,SFG_already_bulk,Peanut Crackers Smokey BBQ Bulk
cfpl,Peanuts Coated Masala Loose,VA,SFG_blend,Peanuts Coated Masala Loose Bulk
cfpl,Pecan Grain Free Granola,VA,SFG_blend,Pecan Grain Free Granola Bulk
cfpl,Pecan Maple Glazed,VA,SFG_blend,Pecan Maple Glazed Bulk
cfpl,Pecan Nuts,Bulk,NO_SFG_rm_stockitem,
cfpl,Pecan Nuts Kernel Split,Bulk,NO_SFG_rm_stockitem,
cfpl,Pecannut Flavoured Rose Mary Loose,VA,SFG_blend,Pecannut Flavoured Rose Mary Loose Bulk
cfpl,Pecans Roasted and Salted,VA,SFG_blend,Pecans Roasted and Salted Bulk
cfpl,Peper Garlic Cashew,VA,SFG_blend,Peper Garlic Cashew Bulk
cfpl,Pepper Cashew,VA,SFG_blend,Pepper Cashew Bulk
cfpl,Pepper Pista 100g Pet,RPC,SFG_blend,Pepper Pista Pet Bulk
cfpl,Pepper Pista Inshell,VA,SFG_blend,Pepper Pista Inshell Bulk
cfpl,Peri Peri Cashew,VA,SFG_blend,Peri Peri Cashew Bulk
cfpl,Peri Peri Cashew Bulk,VA,SFG_already_bulk,Peri Peri Cashew Bulk
cfpl,Peri Peri Coated Peanuts 60gm,VA,SFG_blend,Peri Peri Coated Peanuts Bulk
cfpl,Peri Peri Pecannut,VA,SFG_blend,Peri Peri Pecannut Bulk
cfpl,Pine Nut Kernel,Bulk,NO_SFG_rm_stockitem,
cfpl,Pink Salt Almonds Bulk,VA,SFG_already_bulk,Pink Salt Almonds Bulk
cfpl,Pink Salt Pistachios 90gm,RPC,SFG_reuse_intermediate,California Pista Inshell Pink Salted
cfpl,Pista Akbari Roasted and Salted,Bulk,SFG_blend,Pista Akbari Roasted and Salted Bulk
cfpl,Pista Irani 101 Inshell Roasted and salted,Bulk,SFG_mint_va,Roasted & Salted Pista Irani 101 Inshell Bulk
cfpl,Pista Irani Inshell Roasted and Salted,VA,SFG_mint_va,Roasted & Salted Pista Irani Inshell Bulk
cfpl,Pista Kernal Roasted and Salted,Bulk,SFG_mint_va,Roasted & Salted Pista Kernel Bulk
cfpl,Pista Kernel,Bulk,NO_SFG_rm_stockitem,
cfpl,Pizza Flavoured Coated Peanuts,NA,SFG_blend,Pizza Flavoured Coated Peanuts Bulk
cfpl,Pizza Flavoured Coated Peanuts 35gm,VA,SFG_blend,Pizza Flavoured Coated Peanuts Bulk
cfpl,Plain Almonds 75gm,RPC,NO_SFG_plain_repack,
cfpl,Plain Coated Peanuts,VA,SFG_blend,Plain Coated Peanuts Bulk
cfpl,Planck Foods Multi Millet 5 GC puffs 210g,VA,SFG_blend,Planck Foods Multi Millet 5 GC puffs Bulk
cfpl,"Popular Raisins, 500 g (B07GR3S1RR)",RPC,NO_SFG_plain_repack,
cfpl,Premia Almond Salted 100 Gm,VA,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Premia Breakfast Mix 100g (100005226),VA,SFG_reuse_intermediate,Premia Breakfast Mix Bulk
cfpl,Premia Breakfast Mix Bulk,VA,SFG_already_bulk,Premia Breakfast Mix Bulk
cfpl,Premia Cashew Black Pepper 100 Gm,VA,SFG_reuse_intermediate,Black Pepper Cashew Bulk
cfpl,Premia Cashew Salted 100 Gm,VA,NO_SFG_assembly,
cfpl,Premia Chatpata Cranberry 100gm,VA,SFG_blend,Premia Chatpata Cranberry Bulk
cfpl,Premia Indian Raisin 100gm,RPC,SFG_blend,Premia Indian Raisin Bulk
cfpl,Premia Nuts & Seeds Mix 100g (100005422),VA,SFG_reuse_intermediate,Premia Nuts & Seeds Mix Bulk
cfpl,Premia Nuts & Seeds Mix Bulk,VA,SFG_already_bulk,Premia Nuts & Seeds Mix Bulk
cfpl,Premia Prunes 100gm,RPC,NO_SFG_plain_repack,
cfpl,Premia Trail Mix 100g (100005227),VA,SFG_reuse_intermediate,Premia Trail Mix Bulk
cfpl,Premia Trail Mix Bulk,VA,SFG_already_bulk,Premia Trail Mix Bulk
cfpl,Premium Trail Mix 100gm,VA,SFG_blend,Premium Trail Mix Bulk
cfpl,Prunes 1KG (B07GR24VN1),RPC,NO_SFG_plain_repack,
cfpl,Prunes 200G (B07GQWRZKN),RPC,NO_SFG_plain_repack,
cfpl,Prunes 500G (B07GQZSS53),RPC,NO_SFG_plain_repack,
cfpl,Pudina Cashew,VA,SFG_blend,Pudina Cashew Bulk
cfpl,Pudina Makhana,VA,SFG_blend,Pudina Makhana Bulk
cfpl,Pudina Makhana 50gm,VA,SFG_blend,Pudina Makhana Bulk
cfpl,Pumpkin Seeds 500G (B07GQWST7Y) FBA,RPC,NO_SFG_plain_repack,
cfpl,Pumpkin Seeds Roasted,Bulk,SFG_mint_va,Roasted Pumpkin Seed ( 5% ) Bulk
cfpl,Pumpkin Seeds Roasted and Salted,Bulk,SFG_blend,Pumpkin Seeds Roasted and Salted Bulk
cfpl,QWIKSNAX ALMONDS & CASHEWS MIX-25G,VA,SFG_blend,QWIKSNAX ALMONDS & CASHEWS MIX Bulk
cfpl,QWIKSNAX CRANBERRIES CHTPTA MIX-30G,VA,SFG_blend,QWIKSNAX CRANBERRIES CHTPTA MIX Bulk
cdpl,RD Safavi Dates 250g,DATES RPC,NO_SFG_plain_repack,
cfpl,ROYAL TRADITIONS SHUBHKAMNA-300G (14179),VA,NO_SFG_assembly,
cfpl,ROYAL TRADITON SNACK MASALA MIX 100G,VA,SFG_blend,ROYAL TRADITON SNACK MASALA MIX Bulk
cfpl,ROYAL TRADITON SNACK MIX CHATPATA-100G,VA,SFG_blend,ROYAL TRADITON SNACK MIX CHATPATA Bulk
cfpl,Raisins 200G (B07GRBFFMR) FBA,RPC,NO_SFG_plain_repack,
cfpl,Red Dates Seedless 500 Gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Rhine Valley Almond & Coffee Date Bar 50gm,VA,SFG_blend,Rhine Valley Almond & Coffee Date Bar Bulk
cfpl,Rhine Valley Almond & Cranberry Date Bar 50gm,VA,SFG_blend,Rhine Valley Almond & Cranberry Date Bar Bulk
cfpl,Rhine Valley Almond & Orange Dark Chocolate Date Bar 50gm,VA,SFG_blend,Rhine Valley Almond & Orange Dark Chocolate Date Bar Bulk
cfpl,Rhine Valley Barbeque Trail Mix 100gm,VA,SFG_blend,Rhine Valley Barbeque Trail Mix Bulk
cfpl,Rhine Valley Black Pepper Trail Mix 100gm,VA,SFG_blend,Rhine Valley Black Pepper Trail Mix Bulk
cfpl,Rhine Valley Fruit & Nut Date Bar 50gm,VA,SFG_blend,Rhine Valley Fruit & Nut Date Bar Bulk
cfpl,Rhine Valley Himalayan Pink Salt Trail Mix 100gm,VA,SFG_blend,Rhine Valley Himalayan Pink Salt Trail Mix Bulk
cfpl,Rhine Valley Masala Trail mix 100g,VA,SFG_blend,Rhine Valley Masala Trail mix Bulk
cfpl,Rhine Valley Peri Peri Trail Mix 100gm,VA,SFG_blend,Rhine Valley Peri Peri Trail Mix Bulk
cfpl,"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar 50gm",VA,SFG_blend,"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar Bulk"
cfpl,Rhine Valley Rose & Pistachio Date Bar 50gm,VA,SFG_blend,Rhine Valley Rose & Pistachio Date Bar Bulk
cfpl,Roasted & Salted Almonds,VA,SFG_blend,Roasted & Salted Almonds Bulk
cfpl,Roasted & Salted Almonds 140g,VA,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Roasted & Salted Almonds 75g,VA,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Roasted & Salted Almonds 90g,VA,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Roasted & Salted Almonds Bulk,VA,SFG_already_bulk,Roasted & Salted Almonds Bulk
cfpl,Roasted & Salted Cashew,VA,SFG_blend,Roasted & Salted Cashew Bulk
cfpl,Roasted & Salted Cashew  140g,VA,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,Roasted & Salted Cashew 75gm,VA,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,Roasted & Salted Cashew 90gm,VA,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,Roasted & Salted Cashew Bulk,VA,SFG_already_bulk,Roasted & Salted Cashew Bulk
cfpl,Roasted & Salted Pecan Nuts 75gm,VA,SFG_blend,Roasted & Salted Pecan Nuts Bulk
cfpl,Roasted & Salted Pista 230g,VA,SFG_mint_va,Roasted & Salted California Pista Inshell Bulk
cfpl,Roasted & Salted Pista 75gm,VA,SFG_mint_va,Roasted & Salted California Pista Inshell Bulk
cfpl,Roasted Black Sesame (Kale Til) Seeds,Bulk,SFG_mint_va,Roasted Black Sesame seeds - Kali Til Bulk
cfpl,Roasted Cashew Bulk,RPC,SFG_already_bulk,Roasted Cashew Bulk
cfpl,Roasted Flax Seeds,RPC,SFG_mint_va,Roasted Flax Seeds (Alsi) Bulk
cfpl,Roasted Independence Almonds Bulk,RPC,SFG_already_bulk,Roasted Independence Almonds Bulk
cfpl,Roasted Makhana,RPC,SFG_mint_va,Roasted Makhana 4+ Sutta Bulk
cfpl,Roasted Peanuts,Bulk,NO_SFG_rm_stockitem,
cfpl,Roasted Peanuts Split,RPC,SFG_blend,Roasted Peanuts Split Bulk
cfpl,Roasted Poppy Seed,Bulk,SFG_mint_va,Roasted KHUS KHUS / POPPY SEEDS Bulk
cfpl,Roasted Salted Flax Seeds,Bulk,SFG_mint_va,Roasted Flax Seeds (Alsi) Bulk
cfpl,Roasted White Sesame (Safed Til) Seeds,Bulk,SFG_mint_va,Roasted Sesame Seeds (White Til) Bulk
cfpl,Royal Delight Ajwa Dates 250 Gms,DATES RPC,NO_SFG_plain_repack,
cdpl,Royal Delight Ajwa Dates 400gm,DATES RPC,NO_SFG_plain_repack,
cdpl,Royal Delight Ajwa Dates 5 Kgs,DATES BULK,NO_SFG_rm_stockitem,
cdpl,Royal Delight Ajwa Dates 500 Gm,DATES RPC,NO_SFG_plain_repack,
cdpl,Royal Delight Ajwa Large 250g,DATES RPC,NO_SFG_plain_repack,
cdpl,Royal Delight Arabian 250gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Royal Delight Arabian Dates 200gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Royal Delight Arabian Dates 250g,DATES RPC,NO_SFG_plain_repack,
cfpl,Royal Delight Arabian Dates 300gm,DATES RPC,NO_SFG_plain_repack,
