fg_name,cycle_archetype,stage_seq,stage_bucket,stage_label,input_code,input_kind,output_code,output_kind,create_wip_operation
3 Jar Jute Bag Gift Hamper,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
3pcs date balls with blister,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0135,SFG,Blend & Form
3pcs date balls with blister,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0135,SFG,FG,FG,
4 PET WOODEN BOX WITH LID HAMPER,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
5 Grain Cereal 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0001,SFG,Blend & Form
5 Grain Cereal 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0001,SFG,FG,FG,
5 Grain Cereal 50 GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0002,SFG,Roasting
5 Grain Cereal 50 GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0002,SFG,FG,FG,
AL BARAKAH DATES SYRUP (400G Packing),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
AL BARAKAH FARD DATES PREMIUM - 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
AL BARAKAH KHALAS DATES 1KG,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
AL BARAKAH KHALAS DATES 500 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
AL BARAKAH KHALAS DATES SEEDLESS 350GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0005,SFG,De-Seeding
AL BARAKAH KHALAS DATES SEEDLESS 350GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0005,SFG,FG,FG,
AL BARAKAH PREMIUM SEEDLESS DATES 500G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0006,SFG,De-Seeding
AL BARAKAH PREMIUM SEEDLESS DATES 500G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0006,SFG,FG,FG,
AL BARAKAH SAFAVI DATES 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Abjosh (Munakka) 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Afghan Black Raisins Seedless 1*1,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Afghan Raisins 1*1 Green round,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Ajwa Dates 400gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Dates Arabian 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Dates Arabian 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Dates Golden 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Dates Oman Seedless 1kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0003,SFG,De-Seeding
Al Barakah Dates Oman Seedless 1kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0003,SFG,FG,FG,
Al Barakah Dates Safavi 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Dates Safavi Seedless 400g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0004,SFG,De-Seeding
Al Barakah Dates Safavi Seedless 400g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0004,SFG,FG,FG,
Al Barakah Dehydrated Date Powder 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Emirate Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Fard Dates 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Khalas Dates 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Khanezi Dates 500 GM,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Khenaizi Dates 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Kimia Dates 500 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Medjoul Dates 500Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Oman Dates 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Oman Dates 500gm Tub,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Al Barakah Premium Medjool 800gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Almond Apricot and Seeds Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0007,SFG,Blend & Form
Almond Apricot and Seeds Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0007,SFG,FG,FG,
Almond Blanched Sliced,C: Pack of existing SFG,1,Final FG,Packing,SFG0008,SFG,FG,FG,
"Almond Blanched, whole",A: WIP producer (bulk),1,Create WIP,Create WIP: Blanching,RM,RM,SFG0008,SFG,Blanching
"Almond Blanched, whole",A: WIP producer (bulk),2,Final FG,Packing,SFG0008,SFG,FG,FG,
Almond Cranberry Black currant and seeds Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0009,SFG,Blend & Form
Almond Cranberry Black currant and seeds Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0009,SFG,FG,FG,
Almond Kernal 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Almond Kernal 450gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Almond Masala,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0010,SFG,Roast & Flavour/Salt
Almond Masala,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0010,SFG,FG,FG,
Almond Peri Peri,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0011,SFG,Roast & Flavour/Salt
Almond Peri Peri,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0011,SFG,FG,FG,
Almond Roasted,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Almond Selected 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Almond Sliced,A: WIP producer (bulk),1,Create WIP,Create WIP: Blanch & Slice,RM,RM,SFG0012,SFG,Blanch & Slice
Almond Sliced,A: WIP producer (bulk),2,Final FG,Packing,SFG0012,SFG,FG,FG,
Almonds Kernel Cube Cut,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,RM,RM,SFG0013,SFG,Blanch & Slice
Almonds Kernel Cube Cut,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0013,SFG,FG,FG,
Amary Dates 250g (1356293),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Amazon Brand - Vedaka Premium Dry Fruits Combo 400 gm Gift Box ( B0BBDJMLYR ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Amazon Brand - Vedaka Raw Sunflower Seeds 1 Kg B0D9P1N25J,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0014,SFG,Roasting
Amazon Brand - Vedaka Raw Sunflower Seeds 1 Kg B0D9P1N25J,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0014,SFG,FG,FG,
Amazon Brand Nuts Berries and Seed Mix 200g (B0B69J57QV),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0015,SFG,Roasting
Amazon Brand Nuts Berries and Seed Mix 200g (B0B69J57QV),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0015,SFG,FG,FG,
Amazon Brand Vedaka Dryfruits and Berries Mix 200g (B0B69KXW9J),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0016,SFG,Roasting
Amazon Brand Vedaka Dryfruits and Berries Mix 200g (B0B69KXW9J),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0016,SFG,FG,FG,
Amazon Brand Vedaka Dryfruits and Nut Mix 200g (B0B69KB4GB),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0017,SFG,Roasting
Amazon Brand Vedaka Dryfruits and Nut Mix 200g (B0B69KB4GB),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0017,SFG,FG,FG,
Amazon Brand- Vedaka Dry Dates powder 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
American Almonds (23-25 Count),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
American Almonds (24-25 Count),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
American Almonds Running 25-27 count,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
American Almonds Tukda,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Anjeer (Figs),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Anjeer 1*2 75gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Antioxidant Mix 33gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0018,SFG,Roasting
Antioxidant Mix 33gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0018,SFG,FG,FG,
Antioxidant Mix 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0018,SFG,Roasting
Antioxidant Mix 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0018,SFG,FG,FG,
Apricot Kernel,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ar Barakah Fard Dates 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Azmah Dates 500 Gms (110002703),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Ajwa Dates 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Black Current 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Ajwa 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Deri 500 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Golden 500 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Mazafati 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Medjool 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Omani 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
"BB Royal Dates - Red, Seedless 250 g",B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0022,SFG,De-Seeding
"BB Royal Dates - Red, Seedless 250 g",B: Transform->Pack (in-line),2,Final FG,Packing,SFG0022,SFG,FG,FG,
BB Royal Dates - Safawi 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dates - Zahidi 500 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dried Blue Berries 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dried Blue Berries 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dried Cran Berries 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Dried Cran Berry 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Mazafati Dates 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Medjool Dates 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Red Dates - With Seeds 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BB Royal Safavi Dates 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BBroyal Black Current 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
BLACK PEPPER CASHEW,C: Pack of existing SFG,1,Final FG,Packing,SFG0024,SFG,FG,FG,
BLISSFUL CELEBRATION 360gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Banarasi Box Hamper 03,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Barbeque Almonds,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Barbeque Cashew,C: Pack of existing SFG,1,Final FG,Packing,SFG0019,SFG,FG,FG,
Barbeque Cashew Bulk,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0019,SFG,Roast & Flavour/Salt
Barbeque Cashew Bulk,A: WIP producer (bulk),2,Final FG,Packing,SFG0019,SFG,FG,FG,
Barbeque Macadamia,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0020,SFG,Roast & Flavour/Salt
Barbeque Macadamia,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0020,SFG,FG,FG,
Barbeque Makhana,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0021,SFG,Roast & Flavour/Salt
Barbeque Makhana,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0021,SFG,FG,FG,
Bb Royal Omani Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Berry Mix,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Black Pepper Almonds,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0023,SFG,Roast & Flavour/Salt
Black Pepper Almonds,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0023,SFG,FG,FG,
Black Pepper Cashew Bulk,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0024,SFG,Roast & Flavour/Salt
Black Pepper Cashew Bulk,A: WIP producer (bulk),2,Final FG,Packing,SFG0024,SFG,FG,FG,
Black Pepper Macadamia Trail Mix,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0025,SFG,Roast & Flavour/Salt
Black Pepper Macadamia Trail Mix,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0025,SFG,FG,FG,
Black Pepper Nutty Seed Mix 250gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0026,SFG,Roast & Flavour/Salt
Black Pepper Nutty Seed Mix 250gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0026,SFG,FG,FG,
Black Pepper Pecannut,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0027,SFG,Roast & Flavour/Salt
Black Pepper Pecannut,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0027,SFG,FG,FG,
Blackcurrant Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0028,SFG,Blend & Form
Blackcurrant Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0028,SFG,FG,FG,
Blueberries 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Blueberries 75gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Booster Berries 33gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Booster Berries 35gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Brazil Nuts,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Breakfast Mix Bulk,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0029,SFG,Roast & Flavour/Salt
Breakfast Mix Bulk,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0029,SFG,FG,FG,
CA GOA PRE CASHEW 230GM/P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CA INDIAN PREMIUM QUALITY RAISINS 150/P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CA PREMIUM ALMOND CALIFORNIA 218GM/P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CA PREMIUM DRY CANBERRY 230GM/P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CA PREMIUM PINSHROSTSALTIRANIPISTA15 /P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CA WALNUT CHILE (VACUUM PACKING)250GM /P,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Mayur Ratna Big 520g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Mayur Ratna Big 520gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Mayur Ratna Small 360g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Mayur Ratna Small 360gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL RAISIN IDNIAN GREEN/GOLDEN ROUND 1KG,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Royal divine 550g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CARNIVAL Utsav 700g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CCD Energy Bar with Jaggery,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0096,SFG,Blend & Form
CCD Energy Bar with Jaggery,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0096,SFG,FG,FG,
CELEBRATING MOMENTS 300gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CELEBRATION SLEEK BOX 300gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CELEBRATIONS 550gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CHATPATA SNACK MIX,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0099,SFG,Roast & Flavour/Salt
CHATPATA SNACK MIX,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0099,SFG,FG,FG,
CLASSIC WOODEN BOX 480gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CURATE BLUEBERRIES 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CURATE DATE BITES ASRTD RO/CA IND 420G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CURATE DATE BITES IND 210G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0122,SFG,Blend & Form
CURATE DATE BITES IND 210G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0122,SFG,FG,FG,
CURATE DATE BITES ROSE IND 210G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0123,SFG,Blend & Form
CURATE DATE BITES ROSE IND 210G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0123,SFG,FG,FG,
CURATE DATE BITES ROSE IND 360G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0123,SFG,Blend & Form
CURATE DATE BITES ROSE IND 360G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0123,SFG,FG,FG,
CURATE MACADEMIA NUTS 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CURATE MAMRA ALMOND 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
CURATE WHOLE CRANBERRIES 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleria Walnut Kernel 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries  Pepper Pista Inshell 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries American Almond 25-27count - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries American Pista Inshell Regular 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries American Pista Inshell Selected 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Blueberry 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Brazil Nuts 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 180 - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 180 - 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 210 - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 210 - 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 240 - 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 240 - 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew 320 - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cashew Black Pepper 250 Gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0024,SFG,FG,FG,
Cafe Galleries Cashew Salted 180 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Chia seeds 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
"Cafe Galleries Cocktail Mix 250g(Almond,Cashew,Pista,Black Raisins)",D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Cranberry Whole 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Flax seeds 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Hazelnuts 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Healthy Mewa Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0030,SFG,Roasting
Cafe Galleries Healthy Mewa Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0030,SFG,FG,FG,
Cafe Galleries Macadamia Nut Salted 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0031,SFG,Roasting
Cafe Galleries Macadamia Nut Salted 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0031,SFG,FG,FG,
Cafe Galleries Premium Cocktail Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0032,SFG,Roasting
Cafe Galleries Premium Cocktail Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0032,SFG,FG,FG,
Cafe Galleries Pumpkin Seeds 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0033,SFG,Roasting
Cafe Galleries Pumpkin Seeds 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0033,SFG,FG,FG,
Cafe Galleries Salted Cashew 210- 250gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0262,SFG,FG,FG,
Cafe Galleries Salted Pumpkin Seeds 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0034,SFG,Roast & Flavour/Salt
Cafe Galleries Salted Pumpkin Seeds 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0034,SFG,FG,FG,
"Cafe Galleries Seeds Mix, 250g",B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0035,SFG,Roasting
"Cafe Galleries Seeds Mix, 250g",B: Transform->Pack (in-line),2,Final FG,Packing,SFG0035,SFG,FG,FG,
Cafe Galleries Selected American Almond 18 count - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Selected American Almond 20-22 count - 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Slice Cranberry 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cafe Galleries Sunflower Seeds - 250gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0036,SFG,Roasting
Cafe Galleries Sunflower Seeds - 250gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0036,SFG,FG,FG,
California Pista Inshell Black Pepper,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0037,SFG,Roast & Flavour/Salt
California Pista Inshell Black Pepper,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0037,SFG,FG,FG,
California Pista Inshell Pink Salted,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0038,SFG,Roast & Flavour/Salt
California Pista Inshell Pink Salted,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0038,SFG,FG,FG,
California Pista Inshell Roasted and Salted,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0039,SFG,Roast & Flavour/Salt
California Pista Inshell Roasted and Salted,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0039,SFG,FG,FG,
Caramel Pecannut,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0040,SFG,Roast & Flavour/Salt
Caramel Pecannut,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0040,SFG,FG,FG,
Carnial Almond Dragees 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0041,SFG,Roasting + Enrobe / Choco-Coat
Carnial Almond Dragees 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0041,SFG,FG,FG,
Carnival Afghan Apricot 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Almond Choco Bite (Dark Chocolate) 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0042,SFG,Roasting + Enrobe / Choco-Coat
Carnival Almond Choco Bite (Dark Chocolate) 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0042,SFG,FG,FG,
Carnival Almond Choco Bite (Milk Chocolate) 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0042,SFG,Roasting + Enrobe / Choco-Coat
