fg_name,cycle_archetype,stage_seq,stage_bucket,stage_label,input_code,input_kind,output_code,output_kind,create_wip_operation
Carnival Pudina Almonds 125g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0083,SFG,FG,FG,
Carnival Pudina Makhana 125 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0084,SFG,Roast & Flavour/Salt
Carnival Pudina Makhana 125 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0084,SFG,FG,FG,
Carnival Raisin Black Seeded 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Raisins Black Chatpata 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Roasted & Salted Almonds 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0085,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Almonds 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0085,SFG,FG,FG,
Carnival Roasted & Salted Almonds 230g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0085,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Almonds 230g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0085,SFG,FG,FG,
Carnival Roasted & Salted Almonds 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0085,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Almonds 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0085,SFG,FG,FG,
Carnival Roasted & Salted Cashew 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0086,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Cashew 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0086,SFG,FG,FG,
Carnival Roasted & Salted Cashew 230g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0086,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Cashew 230g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0086,SFG,FG,FG,
Carnival Roasted & Salted Pistachio 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Roasted & Salted Pistachio 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0087,SFG,Roast & Flavour/Salt
Carnival Roasted & Salted Pistachio 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0087,SFG,FG,FG,
Carnival Roasted & Salted Pistachio 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Roasted Macadamia Nuts 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Salt & Pepper Walnut 150g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0088,SFG,Roast & Flavour/Salt
Carnival Salt & Pepper Walnut 150g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0088,SFG,FG,FG,
Carnival Salted Caramel Pecannuts 80g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0089,SFG,Roast & Flavour/Salt
Carnival Salted Caramel Pecannuts 80g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0089,SFG,FG,FG,
Carnival Shubhakamnayein 3P 300g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Simply Thandai 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0090,SFG,Roast & Flavour/Salt
Carnival Simply Thandai 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0090,SFG,FG,FG,
Carnival Simply Thandai Mix 200gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0091,SFG,Roast & Flavour/Salt
Carnival Simply Thandai Mix 200gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0091,SFG,FG,FG,
Carnival Smoked Almonds 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0092,SFG,Roast & Flavour/Salt
Carnival Smoked Almonds 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0092,SFG,FG,FG,
Carnival Smoked Almonds 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Spanish Tomato Cashew 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Walnut Kernal 2pc 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 100g (B07GQZSS49) FBA,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 180,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 230gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 240,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 240 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 320,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew 500g (B07GQW1HHN),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew Jumbo with Skin Roasted and Salted,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0093,SFG,Roast & Flavour/Salt
Cashew Jumbo with Skin Roasted and Salted,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0093,SFG,FG,FG,
Cashew Masala,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0094,SFG,Roast & Flavour/Salt
Cashew Masala,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0094,SFG,FG,FG,
Cashew Pink salt,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0095,SFG,Roast & Flavour/Salt
Cashew Pink salt,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0095,SFG,FG,FG,
Cashew Roasted,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Cashew Wasabi,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Celebration Sleek Box 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Celebration Sleek Box Hamper 01,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Celebration Sleek Box Hamper 02,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chatpata Black Raisin,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0097,SFG,Roast & Flavour/Salt
Chatpata Black Raisin,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0097,SFG,FG,FG,
Chatpata Cranberry,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chatpata Cranberry 75gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chatpata Seasoning,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0098,SFG,Roast & Flavour/Salt
Chatpata Seasoning,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0098,SFG,FG,FG,
Cheese Cashew,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0100,SFG,Roast & Flavour/Salt
Cheese Cashew,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0100,SFG,FG,FG,
Cheese Makhana,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0101,SFG,Roast & Flavour/Salt
Cheese Makhana,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0101,SFG,FG,FG,
Chia Seeds 100G (B07GQZCP91),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chia Seeds 200G (B07GQQLZPD),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chia Seeds 500G (B07GQZSJFH),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chilean  Walnut Kernel 2pc 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chilean Walnut Kernel 2 pcs,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chilean Walnut Kernel Quarter,A: WIP producer (bulk),1,Create WIP,Create WIP: (pack of existing SFG),RM,RM,SFG0333,SFG,(pack of existing SFG)
Chilean Walnut Kernel Quarter,A: WIP producer (bulk),2,Final FG,Packing,SFG0333,SFG,FG,FG,
Chilean Walnut Kernel Quarter BBQ,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0102,SFG,Roast & Flavour/Salt
Chilean Walnut Kernel Quarter BBQ,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0102,SFG,FG,FG,
Chilean Walnut Kernel Quarter caramel,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0103,SFG,Roast & Flavour/Salt
Chilean Walnut Kernel Quarter caramel,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0103,SFG,FG,FG,
Chilean Walnut Kernel Quarter lemon pepper,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0104,SFG,Roast & Flavour/Salt
Chilean Walnut Kernel Quarter lemon pepper,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0104,SFG,FG,FG,
Chilean Walnut Kernel Quarter pepper,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0105,SFG,Roast & Flavour/Salt
Chilean Walnut Kernel Quarter pepper,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0105,SFG,FG,FG,
Chilean Walnut Kernel Quarter peri peri,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0106,SFG,Roast & Flavour/Salt
Chilean Walnut Kernel Quarter peri peri,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0106,SFG,FG,FG,
Chilli Almonds Bulk,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chilli Garlic Cashew Bulk,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Chilli Garlic Masala Seasoning,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0107,SFG,Roast & Flavour/Salt
Chilli Garlic Masala Seasoning,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0107,SFG,FG,FG,
Chipotle Honey Coated Peanuts 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0108,SFG,Roast & Flavour/Salt
Chipotle Honey Coated Peanuts 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0108,SFG,FG,FG,
Chipotle Honey Coated Peanuts 70gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0108,SFG,Roast & Flavour/Salt
Chipotle Honey Coated Peanuts 70gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0108,SFG,FG,FG,
Choco Crunch Energy Bar 38gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0109,SFG,Blend & Form
Choco Crunch Energy Bar 38gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0109,SFG,FG,FG,
Chocolate Coated Almond Dragees 50gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0110,SFG,Roasting + Enrobe / Choco-Coat
Chocolate Coated Almond Dragees 50gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0110,SFG,FG,FG,
Chocolate Coated Blueberries Dragees 50gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0111,SFG,Roasting + Enrobe / Choco-Coat
Chocolate Coated Blueberries Dragees 50gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0111,SFG,FG,FG,
Classic Flavour Date Mewa 18gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0112,SFG,Blend & Form
Classic Flavour Date Mewa 18gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0112,SFG,FG,FG,
Coated Peanuts,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0113,SFG,Roast & Flavour/Salt
Coated Peanuts,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0113,SFG,FG,FG,
Coated Peanuts - Magic Masala 1Kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0114,SFG,Roast & Flavour/Salt
Coated Peanuts - Magic Masala 1Kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0114,SFG,FG,FG,
Cocktail Mix,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0115,SFG,Roast & Flavour/Salt
Cocktail Mix,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0115,SFG,FG,FG,
Cocktail Mix 230g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0115,SFG,Roast & Flavour/Salt
Cocktail Mix 230g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0115,SFG,FG,FG,
Cocoa Peanut Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0116,SFG,Blend & Form
Cocoa Peanut Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0116,SFG,FG,FG,
Coconut Laddubar Mini 9g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0117,SFG,Blend & Form
Coconut Laddubar Mini 9g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0117,SFG,FG,FG,
Coffee Laddoo 18gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0118,SFG,Blend & Form
Coffee Laddoo 18gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0118,SFG,FG,FG,
Coffee Laddoo Semi Finished,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0119,SFG,Blend & Form
Coffee Laddoo Semi Finished,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0119,SFG,FG,FG,
Cranberry Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0120,SFG,Blend & Form
Cranberry Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0120,SFG,FG,FG,
Cranberry Whole 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Crunchy Caramel Trail Mix,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0121,SFG,Roast & Flavour/Salt
Crunchy Caramel Trail Mix,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0121,SFG,FG,FG,
Crunchy Caramel Trail Mix 230g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0121,SFG,Roast & Flavour/Salt
Crunchy Caramel Trail Mix 230g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0121,SFG,FG,FG,
Curate Anjeer 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Cashews 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Cashews 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Mamra Almonds 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Oriental Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Pista Pishori 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0124,SFG,Roast & Flavour/Salt
Curate Pista Pishori 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0124,SFG,FG,FG,
Curate Prunes 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Curate Roasted Hazelnuts 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0125,SFG,Roasting
Curate Roasted Hazelnuts 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0125,SFG,FG,FG,
Curate Roasted Hazelnuts 550g Jr,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0125,SFG,Roasting
Curate Roasted Hazelnuts 550g Jr,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0125,SFG,FG,FG,
Daily Mewa Healthy Mix,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0126,SFG,Roast & Flavour/Salt
Daily Mewa Healthy Mix,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0126,SFG,FG,FG,
Dark Almond Draggies,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0127,SFG,Roasting + Enrobe / Choco-Coat
Dark Almond Draggies,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0127,SFG,FG,FG,
Dark Chocolate Coated Almond Stuffed Khalas Single,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing + Enrobe / Choco-Coat,RM,RM,SFG0128,SFG,De-Seeding + Stuffing + Enrobe / Choco-Coat
Dark Chocolate Coated Almond Stuffed Khalas Single,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0128,SFG,FG,FG,
Dark Chocolate Coated Cashew Stuffed Khalas Single,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing + Enrobe / Choco-Coat,RM,RM,SFG0129,SFG,De-Seeding + Stuffing + Enrobe / Choco-Coat
Dark Chocolate Coated Cashew Stuffed Khalas Single,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0129,SFG,FG,FG,
Dark Chocolate Coated Macadamia 110g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0130,SFG,Roasting + Enrobe / Choco-Coat
Dark Chocolate Coated Macadamia 110g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0130,SFG,FG,FG,
Date Balls Coated Coconut (22G X 3),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0131,SFG,Blend & Form
Date Balls Coated Coconut (22G X 3),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0131,SFG,FG,FG,
Date Balls Coated Dark (22g x 3),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0132,SFG,Blend & Form
Date Balls Coated Dark (22g x 3),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0132,SFG,FG,FG,
Date Balls Coated Milk (22g x 3),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0133,SFG,Blend & Form
Date Balls Coated Milk (22g x 3),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0133,SFG,FG,FG,
Date Balls Coated White (22g x 3),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0134,SFG,Blend & Form
Date Balls Coated White (22g x 3),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0134,SFG,FG,FG,
Date Bites 9gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0136,SFG,Blend & Form
Date Bites 9gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0136,SFG,FG,FG,
Date Mewa Bon Bon Laddu (18g x 3),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Date Mewa Festive Gifting & Feast Parcel 500gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0137,SFG,Blend & Form
Date Mewa Festive Gifting & Feast Parcel 500gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0137,SFG,FG,FG,
Date Mewa Ladu 18gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0138,SFG,Blend & Form
Date Mewa Ladu 18gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0138,SFG,FG,FG,
Dates Delight Khajur Pak 375gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0139,SFG,Blend & Form
Dates Delight Khajur Pak 375gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0139,SFG,FG,FG,
Dates Mewa Assorted 210gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0140,SFG,Blend & Form
Dates Mewa Assorted 210gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0140,SFG,FG,FG,
Dates Mewa Classic 210gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0141,SFG,Blend & Form
Dates Mewa Classic 210gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0141,SFG,FG,FG,
Dehydrated Ginger,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Cranberries 130gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Prunes 130g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Prunes 130g [1 Case x 40 unit],D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Prunes 340g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Prunes 340g [1 Case x 20 unit],D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Arabian dates 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Arabian dates 200g [1 Case x 36 unit] Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Arabian dates 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Non-Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Non-Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Non-Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Promo,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Deri Dates 250g (1359841),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Diced Almond,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,RM,RM,SFG0142,SFG,Blanch & Slice
Diced Almond,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0142,SFG,FG,FG,
Dr Batra#s Hair Health Protein Bar 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0143,SFG,Blend & Form
Dr Batra#s Hair Health Protein Bar 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0143,SFG,FG,FG,
Dragees Dark Cranberry,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0144,SFG,Roasting + Enrobe / Choco-Coat
Dragees Dark Cranberry,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0144,SFG,FG,FG,
Dragees Milk Cranberry,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0145,SFG,Roasting + Enrobe / Choco-Coat
Dragees Milk Cranberry,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0145,SFG,FG,FG,
Dragees White Cranberry,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0146,SFG,Roasting + Enrobe / Choco-Coat
Dragees White Cranberry,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0146,SFG,FG,FG,
Drangees Dark Almond,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0147,SFG,Roasting + Enrobe / Choco-Coat
Drangees Dark Almond,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0147,SFG,FG,FG,
Dried Blueberry 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Cranberry 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Cranberry Sliced,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Cranberry Whole,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Kiwi,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Mango Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Masala Kiwi,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Masala Mango,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0148,SFG,Roast & Flavour/Salt
Dried Masala Mango,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0148,SFG,FG,FG,
Dried Masala Pineapple,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0149,SFG,Roast & Flavour/Salt
Dried Masala Pineapple,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0149,SFG,FG,FG,
Dried Prunes (Pitted),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dried Raspberry,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Dry Fruit Hamper,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0150,SFG,Roast & Flavour/Salt
Dry Fruit Hamper,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0150,SFG,FG,FG,
Dryfruit Instant Energy LadduBar Pack of 5,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0153,SFG,Blend & Form
Dryfruit Instant Energy LadduBar Pack of 5,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0153,SFG,FG,FG,
Dryfruit Instant Energy Laddubar Bites 9gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0152,SFG,Blend & Form
