sfg_code,particulars,item_type,item_group,uom,sale_group,gst,batch_strategy,create_wip_operation,sfg_origin,already_in_all_sku,needs_cataloguing,possible_existing_match
SFG0161,Extra Cheese Seasoning-UNC · WIP · RoastFlav,sfg,TAJIR,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0162,Extreme Cheese Seasoning · WIP · RoastFlav,sfg,TAJIR,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0163,FABSTA CASHEWNUT BROKEN · WIP · BlanchSlice,sfg,CASHEW,kg,wip,,FIFO,Blanch & Slice,DERIVED_INLINE,N,Y,
SFG0164,FNP Choco Almonds · WIP · Roast+Enrobe,sfg,ALMOND,kg,wip,,FIFO,Roasting + Enrobe / Choco-Coat,DERIVED_INLINE,N,Y,
SFG0165,FNP Choco Berry Bites · WIP · BlendForm,sfg,TRAIL MIX,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0166,FNP Pistachios Salted & Roasted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0167,Gondh Dryfruit Laddu Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0168,Gondh Dryfruit LadduBar Pack of · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0169,Green Chilli Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0170,Greendot Coated Peanuts · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0171,Habit Coconut Cream Powder · WIP · RoastFlav,sfg,TAJIR,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0172,Habit Extra Cheese Seasoning · WIP · RoastFlav,sfg,TAJIR,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0173,Healing Hand Oats and Dates Bar · WIP · BlendForm,sfg,,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0174,HOH Panch Mewa Mix · WIP · Roast,sfg,TRAIL MIX,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0175,Krack Nut Coated Peanuts Magic Masala · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0176,Krack Nut Coated Peanuts Pudina Patakha · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Coated Peanuts Pudina Patakha Bulk
SFG0177,Lemon Pepper Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0178,Mac Snack Dry Roasted Macadamias Munchies · WIP · Roast,sfg,,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0179,Mac Snack Dry Roasted Macadamias Munchies 100gm-style · WIP · Roast,sfg,,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0180,Mac Snack Roasted & Salted Macadamias Munchies 200gm-style · WIP · RoastFlav,sfg,,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0181,Mac Snack Roasted Macadamias Munchies 100gm-style · WIP · RoastFlav,sfg,,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0182,Macadamia Roasted & Salted style · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0183,Makhana Black Pepper · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0184,Makhana Black Salt · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0185,Makhana Chilli Lime · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0186,Makhana Himalayan Pink Salt · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0187,Makhana Masala · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0188,Makhana Peri Peri · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0189,Masala Cashew · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0190,Methi Dryfruit Laddu bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0191,Milk Almond Draggies · WIP · Roast+Enrobe,sfg,ALMOND,kg,wip,,FIFO,Roasting + Enrobe / Choco-Coat,DERIVED_INLINE,N,Y,
SFG0192,Milk Chocolate Coated Date Bites · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0193,Mocha Mojo Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0194,Moon Freeze Banana Date Fruit Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0195,Moon Freeze Mango Date Fruit Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0196,Moon Freeze Pineapple Date Fruit Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0197,Moon Freeze Strawberry Date Fruit Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0198,Natures Cashew Split · WIP · BlanchSlice,sfg,CASHEW,kg,wip,,FIFO,Blanch & Slice,DERIVED_INLINE,N,Y,
SFG0199,NATURES MACADAMIA ROASTED&SALTED · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0200,NB BARBEQUE ALMOND · WIP · RoastFlav,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0201,NB BARBEQUE CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Barbeque Cashew Bulk
SFG0202,NB BLACK PEPPER CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Black Pepper Cashew Bulk
SFG0203,NB CHARCOAL CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0204,NB CHEESE CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0205,NB GREEN CHILLY CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0206,NB MASALA CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0207,NB MASALA RAISIN · WIP · RoastFlav,sfg,RAISIN,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0208,NB PAAN RAISIN · WIP · RoastFlav,sfg,RAISIN,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0209,NB PERI-PERI CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0210,NB ROASTED & SALTED ALMOND · WIP · RoastFlav,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0211,NB ROASTED & SALTED CASHEW · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Roasted & Salted Cashew Bulk
SFG0212,NB ROASTED MACADAMIA INSHELL · WIP · Roast,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0213,NB SMOKED ALMOND · WIP · RoastFlav,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0214,NOICE Date Bites · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0215,Nut Flex - Italian Herbs · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0216,Nuts and Cardamom Date Balls · WIP · BlendForm,sfg,TRAIL MIX,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0217,Omega Mix- Lemon Pepper · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0218,ON THE RUN Assorted Energy Bars · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0219,ON THE RUN Choco Crunch Energy Bars · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0220,On the Run Coffee Bite · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0221,ON THE RUN Fig and Date Energy Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0222,ON THE RUN Hazelnut Magic Energy Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0223,"ON THE RUN Oats, Apricot & Cranberry Energy Bar · WIP · BlendForm",sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0224,Ontherun Coffee Bite · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0225,Pan Cranberry · WIP · RoastFlav,sfg,CRANBERRY,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0226,Pan Raisin · WIP · RoastFlav,sfg,RAISIN,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0227,PEANUT BUTTER · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0228,Peanut Coated Spanish Tomato · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0229,Pecans Roasted and Salted · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0230,Peper Garlic Cashew · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0231,Pepper Cashew · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Black Pepper Cashew Bulk
SFG0232,Pepper Pista · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0233,Pepper Pista Inshell · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0234,PEPPER SNACK MIX · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0235,Peri Peri Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0236,Peri Peri Pecannut · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0237,Pink Salt Almonds Bulk,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0238,Pista Akbari Roasted and Salted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0239,Pista Irani 101 Inshell Roasted and salted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0240,Pista Irani Inshell Roasted and Salted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0241,PISTA PERI PERI · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0242,Plain Coated Peanuts · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0243,Planck Foods Multi Millet 5 GC puffs · WIP · Roast,sfg,BARS & CEREALS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0244,Premium Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0245,Pudina Cashew · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0246,Pudina Makhana · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0247,Pumpkin Seeds Roasted · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0248,Pumpkin Seeds Roasted and Salted · WIP · RoastFlav,sfg,SEEDS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0249,Red Dates Seedless · WIP · DeSeed,sfg,DATES,kg,wip,,FIFO,De-Seeding,DERIVED_INLINE,N,Y,
SFG0250,Rhine Valley Almond & Coffee Date Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0251,Rhine Valley Almond & Cranberry Date Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0252,Rhine Valley Almond & Orange Dark Chocolate Date Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0253,Rhine Valley Barbeque Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0254,Rhine Valley Black Pepper Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0255,Rhine Valley Fruit & Nut Date Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0256,Rhine Valley Himalayan Pink Salt Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0257,Rhine Valley Masala Trail mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0258,Rhine Valley Peri Peri Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0259,"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar · WIP · BlendForm",sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0260,Rhine Valley Rose & Pistachio Date Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0261,Roasted & Salted Almonds Bulk,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0262,Roasted & Salted Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0263,Roasted & Salted Pecan Nuts · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0264,Roasted & Salted Pista · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0265,Roasted Black Sesame (Kale Til) Seeds · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0266,Roasted Flax Seeds · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0267,Roasted Makhana · WIP · Roast,sfg,MAKHANA,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0268,Roasted Peanuts · WIP · Roast,sfg,,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0269,Roasted Peanuts Split · WIP · Roast,sfg,PEANUTS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0270,Roasted Poppy Seed · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0271,Roasted Salted Flax Seeds · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0272,Roasted White Sesame (Safed Til) Seeds · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0273,Royal Delight Stuff Medjoul Dates · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0274,Royal Delight Stuffed Medjoul Dates · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0275,Royal Delight Stuffed Medjul Large Dates · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0276,ROYAL TRADITON SNACK MASALA MIX · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0277,ROYAL TRADITON SNACK MIX CHATPATA · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0278,Salt and Pepper Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0279,Salted Premium Nut Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0280,Seed Mix · WIP · Roast,sfg,TRAIL MIX,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0281,Seed Trail Mix · WIP · Roast,sfg,TRAIL MIX,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0282,Seedy Sheid- Lime Chilly · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0283,Single Safavi Stuffed Dates · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0284,Smoked Almonds Bulk,sfg,ALMOND,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0285,Smokey BBQ Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0286,Smokey BBQ Coated Peanuts · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0287,Snack Amor Popcorn Makhana · WIP · RoastFlav,sfg,MAKHANA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0288,Snackania California Pistachio Roasted & Salted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0289,Snackania Cocktail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0290,Snackania Irani Pistachio Roasted & Salted · WIP · RoastFlav,sfg,PISTA,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0291,Snacktive Green Chilli Cashew · WIP · RoastFlav,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Green Chilli Cashew Bulk
SFG0292,Solimo Premium Macadamia Nuts · WIP · Roast,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0293,Sour & Cream Cashew Bulk,sfg,CASHEW,kg,wip,,FIFO,Roast & Flavour/Salt,EXISTING_BOM_ARTICLE,Y,Y,
SFG0294,Stuffed Dates · WIP · DeSeed+Stuff,sfg,TRAIL MIX,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0295,Stuffed Medjoul Large Pc · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0296,Stuffed Medjoul Large Pc with Almond · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0297,Stuffed Medjoul Large Pc with Dried Pomelo · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0298,Stuffed Medjoul Large Pc with Hazel Nut · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0299,Stuffed Medjoul Large Pc with Macadamia · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0300,Stuffed Medjoul Large Pc with Orange Peel · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0301,Stuffed Medjoul Large Pc with Pecan Nut · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0302,Stuffed Medjoul Large Pc with Pista · WIP · DeSeed+Stuff,sfg,DATES,kg,wip,,FIFO,De-Seeding + Stuffing,DERIVED_INLINE,N,Y,
SFG0303,Sunflower Seed · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0304,Sunflower Seeds Roasted · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0305,Sunflower Seeds Roasted and Salted · WIP · RoastFlav,sfg,,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0306,"Tasties Coated Peanuts - Tandoori Masala, Flavourful & Crispy · WIP · RoastFlav",sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0307,"Tasties Coated Peanuts - Thai Spice, Flavourful & Crispy · WIP · RoastFlav",sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0308,Trail Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,Premia Trail Mix Bulk
SFG0309,Trail Mix - Every Health · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0310,Urban Platter Almond Blueberry Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0311,Urban Platter Chocolate Vanilla Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0312,Urban Platter Cranberry Orange Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0313,Urban Platter Mocha Bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
SFG0314,Vedaka Broken Cashew · WIP · BlanchSlice,sfg,CASHEW,kg,wip,,FIFO,Blanch & Slice,DERIVED_INLINE,N,Y,
SFG0315,Vedaka Cashews - Broken · WIP · BlanchSlice,sfg,CASHEW,kg,wip,,FIFO,Blanch & Slice,DERIVED_INLINE,N,Y,
SFG0316,Vedaka Healthy Seed Mix · WIP · RoastFlav,sfg,TRAIL MIX,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0317,Vedaka Popular Cashew Broken · WIP · BlanchSlice,sfg,CASHEW,kg,wip,,FIFO,Blanch & Slice,DERIVED_INLINE,N,Y,
SFG0318,Vedaka Premium Flavored Dry Fruits · WIP · RoastFlav,sfg,FESTIVE HAMPERS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0319,Vedaka Premium Sunflower Seeds · WIP · Roast,sfg,SEEDS,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0320,Vedaka Salted Peanuts · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0321,Walnut Flavoured Salt & Pepper · WIP · RoastFlav,sfg,WALNUT,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0322,Watermelon Seeds Roasted · WIP · Roast,sfg,,kg,wip,,FIFO,Roasting,DERIVED_INLINE,N,Y,
SFG0323,White Almond Draggies · WIP · Roast+Enrobe,sfg,ALMOND,kg,wip,,FIFO,Roasting + Enrobe / Choco-Coat,DERIVED_INLINE,N,Y,
SFG0324,Wholesome millet laddu bar · WIP · BlendForm,sfg,BARS & CEREALS,kg,wip,,FIFO,Blend & Form,DERIVED_INLINE,N,Y,
